"source","folder","name","manufacturer","conn","framework","probe_cmd","actions","verdict"
"community","a2023a","Generic A2023a","Apogee Instruments","VISA_SCPI","lantz/VISA","*IDN?","30","T2_visa_needs_rs232_idn"
"community","a2_d_4_ch__isolated_adc","AADCO闆舵皵鍙戠敓鍣?37-14","骞垮窞灏氬噯浠櫒璁惧鑲′唤鏈夐檺鍏徃","VISA_SCPI","lantz/VISA","","10","T2_visa_needs_rs232_idn"
"community","a2_d_daq","Generic A/D DAQ Module 鏁版嵁閲囬泦妯″潡","A/D Instruments","VISA_SCPI","lantz/VISA","INSTR:READ:ANA? (@{ch})","14","T2_visa_needs_rs232_idn"
"community","a2_d_power_board","Generic A/D Power Board 鐢垫簮鏉?","A/D Instruments","VISA_SCPI","lantz/VISA","MEAS:VOLT:DC?","13","T2_visa_needs_rs232_idn"
"community","a2_d_sense_board","A/D Sense Board 浼犳劅鏉?","A/D Instruments","VISA_SCPI","lantz/VISA","MEAS:VOLT:DC?","9","T2_visa_needs_rs232_idn"
"community","a2_d__eload","Generic A/D Electronic Load 鐢靛瓙璐熻浇","A/D Instruments","VISA_SCPI","lantz/VISA","INSTR:RS485?","26","T2_visa_needs_rs232_idn"
"community","a2_d__relay__board","Generic A/D Relay Board 缁х數鍣ㄦ澘","A/D Instruments","VISA_SCPI","lantz/VISA","INSTR:DAQ:GET:NCHS?","9","T2_visa_needs_rs232_idn"
"community","a4_s_backend","Generic A4 S Backend 鍚庣鎺у埗鍣?","Opentrons","SERIAL","pyserial","","13","T1b_serial_probe_tbd"
"community","aa_opto_mds","type: string","","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","access2_backend","Automated Sample Storage","Hamilton","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","acq1102","ACQ1102 2 site compact FMC/ELF carrier","D-TACQ Solutions","TCP","socket","","0","T3_network_needs_ext"
"community","acq2106","ACQ2106","D-TACQ Solutions","TCP","socket","","5","T3_network_needs_ext"
"community","acq2106_tiga","ACQ2106","D-TACQ Solutions","TCP","socket","","2","T3_network_needs_ext"
"community","acq2106__mgtdram8","ACQ2106","D-TACQ Solutions","TCP","socket","","2","T3_network_needs_ext"
"community","acq400e","ACQ424ELF","D-TACQ Solutions","TCP","socket","","11","T3_network_needs_ext"
"community","adn_xpt","Analog Devices ADN Crosspoint Switch","Analog Devices","UNKNOWN","","","14","T4_manual_review"
"community","ads_symbol","type: string","Beckhoff Automation","UNKNOWN","","","9","T4_manual_review"
"community","afg3021b","Tektronix(娉板厠)AFG3021B 浠绘剰娉㈠嚱鏁板彂鐢熷櫒","Tektronix","VISA_SCPI","lantz/VISA","*IDN?","1","T2_visa_needs_rs232_idn"
"community","afms","Afms","Adafruit Industries","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","agilent33210_a","33210A Waveform/Function Generator [Discontinued]","Keysight","TCP","socket","","6","T3_network_needs_ext"
"community","agilent33220a","33220A Function / Arbitrary Waveform Generator, 20 MHz [Obsolete]","Keysight","UNKNOWN","","OUTP:LOAD?","8","T4_manual_review"
"community","agilent34410a","34410A Digital Multimeter, 6陆 Digit [Obsolete]","Keysight","UNKNOWN","","DATA:POIN?","9","T4_manual_review"
"community","agilent_dso7054_wrapper","'DSO7054A Oscilloscope: 500 MHz, 4 analog channels [Obsolete]'","Keysight","UNKNOWN","",":WAV:PRE?","19","T4_manual_review"
"community","agilent_e4406_a","E4406A VSA Transmitter Tester, 7 MHz to 4 GHz [Obsolete]","Keysight","UNKNOWN","","SYSTem:ERRor?","10","T4_manual_review"
"community","agilent_e44nn","E4432B ESG-D Series Digital RF Signal Generator, 3 GHz [Obsolete]","Keysight","UNKNOWN","",":INST:SEL?","2","T4_manual_review"
"community","agilent_e8357_a","E8357A PNA Network Analyzer, 300 kHz to 6 GHz [Obsolete]","Keysight","UNKNOWN","","CALC1:PAR:CAT?","5","T4_manual_review"
"community","agilent_n9010_a_wrapper","N9010A EXA Signal Analyzer, 10 Hz to 44 GHz","Keysight","UNKNOWN","",":POW:ATT?","29","T4_manual_review"
"community","agilent_serial","Agilent 涓插彛浠櫒鎺ュ彛 瀹為獙璁惧 涓插彛璁惧","Agilent Technologies (Keysight)","UNKNOWN","","","5","T4_manual_review"
"community","aguc2","Motor Controller, Piezo, 2 Axis, Agilis鈩? Hand-held","Newport","UNKNOWN","","TE","3","T4_manual_review"
"community","aim_t_ti_el302_p","str","Aim-TTi","UNKNOWN","","*IDN?","1","T4_manual_review"
"community","aio_serial","Generic Aio Serial 涓插彛璁惧","Open Standard","SERIAL","pyserial","","8","T1b_serial_probe_tbd"
"community","aisa_kestrel_camera","Aisa Kestrel Camera","Specim","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","ami430","AMI Model 430 Power Supply Programmer","American Magnetics","VISA_SCPI","lantz/VISA","RAMP:RATE:UNITS?","1","T2_visa_needs_rs232_idn"
"community","amptek_mca","AMPTEK FastSDD","AMPTEK","TCP","socket","","10","T3_network_needs_ext"
"community","anaheim_automation_smc40","Anaheim Automation SMC40 姝ヨ繘鐢垫満鎺у埗鍣?绱㈠紩鍣?","Anaheim Automation","SERIAL","pyserial","ID","6","T1_serial_probe_ready"
"community","andor_device","Andor Andor Device","Andor Technology (Oxford Instruments)","UNKNOWN","","","23","T4_manual_review"
"community","apt_motor_controller","Thorlabs APT Motor Controller 鐢垫満 鑷姩鍖栬澶?鎺у埗鍣?","Thorlabs","UNKNOWN","","","31","T4_manual_review"
"community","apt_piezo_inertia_actuator","Thorlabs APT Piezo Inertia Actuator 鎯€у帇鐢甸┍鍔ㄥ櫒","Thorlabs","UNKNOWN","","","31","T4_manual_review"
"community","arbin_spoofer","arbin_spoofer","","TCP","socket","","3","T3_network_needs_ext"
"community","arbok_driver","type: string","QuTech","UNKNOWN","","","15","T4_manual_review"
"community","arduino_adc","Arduino ADC 妯℃暟杞崲鎺ュ彛","Arduino","TCP","socket","","3","T3_network_needs_ext"
"community","arduino_encoder","Arduino Encoder","Arduino","SERIAL","pyserial","","3","T1b_serial_probe_tbd"
"community","arduino_io","Arduino I/O 鎺у埗鍣?瀹為獙璁惧 鎺у埗鍣?","Arduino","VISA_SCPI","lantz/VISA","INSTR:IO:READ:ANA? (@{ch})","13","T2_visa_needs_rs232_idn"
"community","argon_innova300_c","Coherent Innova 300C 姘╃瀛愭縺鍏夊櫒","Coherent","VISA_SCPI","lantz/VISA","PRINT {}","11","T2_visa_needs_rs232_idn"
"community","arx5_client","ARXrobotics","WattRex","UNKNOWN","","","8","T4_manual_review"
"community","as7341","ams OSRAM is a global leader in innovative light and sensor solutions","ams-OSRAM","SERIAL","pyserial","","7","T1b_serial_probe_tbd"
"community","ascii_axis","AXIS-TEC婵€鍏夋櫠鍦嗗垝鐗囨満AX-LS100","浼肩┖绉戝浠櫒锛堜笂娴凤級鏈夐檺鍏徃","SERIAL","pyserial","","15","T1b_serial_probe_tbd"
"community","ascii_device","Generic Ascii Device","Open Standard","SERIAL","pyserial","","15","T1b_serial_probe_tbd"
"community","ascii_scan_file","default: null","鑱氭摌鍥介檯璐告槗锛堜笂娴凤級鏈夐檺鍏徃","UNKNOWN","","","13","T4_manual_review"
"community","ascii_serial","Generic Ascii Serial 涓插彛璁惧","Open Standard","SERIAL","pyserial","","16","T1b_serial_probe_tbd"
"community","ascii_stl__writer","Ascii STL Writer","Open Source","UNKNOWN","","","3","T4_manual_review"
"community","asyncio_modbus_client","Watlow Watlow Electric Asyncio Modbus Client","Watlow Electric","MODBUS","modbus","","7","T2m_modbus_probeable"
"community","axis","AXIS-TEC婵€鍏夋櫠鍦嗗垝鐗囨満AX-LS100","浼肩┖绉戝浠櫒锛堜笂娴凤級鏈夐檺鍏徃","UNKNOWN","","TE","18","T4_manual_review"
"community","a_pump","Generic Automated Pump Controller 鎺у埗鍣?","Tricontinent (Gardner Denver)","SERIAL","pyserial","","16","T1b_serial_probe_tbd"
"community","a_star_speed","A Star Speed","Pololu","SERIAL","pyserial","","3","T1b_serial_probe_tbd"
"community","base_client","闊╁浗ilSHinBioBase 杩涘彛娣卞喎鍐荤 GUDERO CHEST绯诲垪","Jeio Tech Co., Ltd - 涓婃捣浠ｈ〃澶?","UNKNOWN","","","3","T4_manual_review"
"community","base_instrument","闊╁浗ilSHinBioBase 杩涘彛娣卞喎鍐荤 GUDERO CHEST绯诲垪","Jeio Tech Co., Ltd - 涓婃捣浠ｈ〃澶?","VISA_SCPI","lantz/VISA","*IDN?","5","T2_visa_needs_rs232_idn"
"community","base_julabo","JULABO MAGIO MS-BC4 鍔犵儹寰幆娴存Ы","Julabo","UNKNOWN","","","1","T4_manual_review"
"community","base_streamer","闊╁浗ilSHinBioBase 杩涘彛娣卞喎鍐荤 GUDERO CHEST绯诲垪","Jeio Tech Co., Ltd - 涓婃捣浠ｈ〃澶?","SERIAL","pyserial","","7","T1b_serial_probe_tbd"
"community","basic_serial_instrument","閫氱敤涓插彛浠櫒鎺ュ彛","Open Standard","SERIAL","pyserial","","16","T1b_serial_probe_tbd"
"community","bimo","Bimo","Open Source","SERIAL","pyserial","","16","T1b_serial_probe_tbd"
"community","binary_readers","Generic Binary Readers 璇诲彇鍣?","Open Source","UNKNOWN","","","11","T4_manual_review"
"community","binary_serial","Generic Binary Serial 涓插彛璁惧","Open Standard","SERIAL","pyserial","","14","T1b_serial_probe_tbd"
"community","binary_stl__writer","Binary STL Writer","Open Source","UNKNOWN","","","1","T4_manual_review"
"community","binder_mk53","BINDER MK 53 Dynamic Climate Chamber","Binder","MODBUS","modbus","","8","T2m_modbus_probeable"
"community","binder_mk56","Model MK 56","Binder","MODBUS","modbus","","3","T2m_modbus_probeable"
"community","bioshake_driver","Opentrons Opentrons Bioshake Driver","Opentrons","SERIAL","pyserial","","7","T1b_serial_probe_tbd"
"community","bio_shake","BioShake iQ","Q.Instruments","SERIAL","pyserial","","11","T1b_serial_probe_tbd"
"community","bio_tek_plate_reader_backend","Cytek Aurora&trade; Evo 鍏ㄥ厜璋辨祦寮忕粏鑳炰华","Cytek Biosciences","SERIAL","pyserial","","25","T1b_serial_probe_tbd"
"community","bit_bang_device","BrainBit DragonEEG澶氬姛鑳?21 閫氶亾鑴戠數鏃犵嚎绯荤粺","姝︽眽鎻愭矁鍏嬬鎶€鏈夐檺鍏徃","UNKNOWN","","","5","T4_manual_review"
"community","bk8600","B&K Precision 8601 DC Electronic Load","BK Precision","VISA_SCPI","lantz/VISA","MEAS:VOLT:DC?","10","T2_visa_needs_rs232_idn"
"community","bk9100","B&K Precision 9103 Multi-Range DC Power Supply","BK Precision","VISA_SCPI","lantz/VISA","*IDN?","11","T2_visa_needs_rs232_idn"
"community","blf_writer","BLF Writer","Open Source","UNKNOWN","","","4","T4_manual_review"
"community","blockly_tool","BioTools鎸姩鍦嗕簩鑹插厜璋变华ChiralIR-2X","鍗庢磱绉戜华","UNKNOWN","","","2","T4_manual_review"
"community","blu","浠ｇ悊寰峰浗BlueSens 鐢熺墿鍙戦叺绯荤粺","澶ц繛鍔涜开娴佷綋鎺у埗鎶€鏈湁闄愬叕鍙?","UNKNOWN","","*GAN","21","T4_manual_review"
"community","broadcast_udp_port_mapper_client","UDP Port Mapper Client 缃戠粶绔彛鏄犲皠瀹㈡埛绔?","Open Source","TCP","socket","","37","T3_network_needs_ext"
"community","bronkhorst_elflow","Reliable EL-FLOW Select mass flow meter/controller","Bronkhorst","SERIAL","pyserial","","9","T1b_serial_probe_tbd"
"community","busylight","Kuando/Plenom Busylight Status Indicator","Kuando/Plenom","UNKNOWN","","","9","T4_manual_review"
"community","bx2_a","BX53 Semi-Motorized Fluorescence Microscope | Evident Scientific | Olympus","Evident","VISA_SCPI","lantz/VISA","1UNIT?","9","T2_visa_needs_rs232_idn"
"community","byonoy_absorbance96_automate_backend","Specifications","Byonoy GmbH","UNKNOWN","","","6","T4_manual_review"
"community","camera_esp32_cam_serial","ESP32-CAM 寮€鍙戞澘鐩告満妯″潡","Espressif Systems","SERIAL","pyserial","","17","T1b_serial_probe_tbd"
"community","camera_interface","Camera Interface","Open Source","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","camera_redis_daemon","Camera Redis Daemon","Open Source","SERIAL","pyserial","","2","T1b_serial_probe_tbd"
"community","camera_service","type: string","Open Source","UNKNOWN","","","83","T4_manual_review"
"community","catalog","Catalog","Open Source","UNKNOWN","","","2","T4_manual_review"
"community","cc","default: null","QuTech","UNKNOWN","","","2","T4_manual_review"
"community","cc1","Qubitekk CC1 Coincidence Counter","Qubitekk","UNKNOWN","","GATE?","1","T4_manual_review"
"community","ccl","default: null","QuTech","UNKNOWN","","*IDN?","11","T4_manual_review"
"community","cc_core","default: null","缁存牴鎶€鏈紙鍖椾含锛夋湁闄愬叕鍙革紙WIGGENS锛?","UNKNOWN","","","60","T4_manual_review"
"community","cesar1312","str","Advanced Energy","SERIAL","pyserial","","2","T1b_serial_probe_tbd"
"community","channel_client","Channel Client","D-TACQ Solutions","TCP","socket","","0","T3_network_needs_ext"
"community","chemputersoftware__serial_device","chemputersoftware__serial_device","","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","cito_plus1310","String","CEM Corporation","SERIAL","pyserial","","9","T1b_serial_probe_tbd"
"community","clari_ostar_backend","BMG CLARIOstar 澶氬姛鑳介叾鏍囦华 閰舵爣浠?閰舵爣浠?","BMG LABTECH","SERIAL","pyserial","","13","T1b_serial_probe_tbd"
"community","client","Client","Open Source","TCP","socket","","12","T3_network_needs_ext"
"community","clock_line","default: null","鍖椾含宕櫞鐜繚绉戞妧鏈夐檺鍏徃","UNKNOWN","","","13","T4_manual_review"
"community","cmd_seq","FEI4 Command Sequencer","Open Source","UNKNOWN","","","13","T4_manual_review"
"community","cobalt_laser","type: string","","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","cobalt_laser_e","type: string","","SERIAL","pyserial","","418","T1b_serial_probe_tbd"
"community","cobolt0601","Cobolt 06-01 Series Diode Laser","Cobolt","VISA_SCPI","lantz/VISA","gsn?","19","T2_visa_needs_rs232_idn"
"community","cobolt0601_f2","Cobolt0601 F2","Cobolt AB (H脺BNER Photonics)","VISA_SCPI","lantz/VISA","","10","T2_visa_needs_rs232_idn"
"community","cobolt_debug_serial","Cobolt Debug Serial","Cobolt AB (H脺BNER Photonics)","UNKNOWN","","","6","T4_manual_review"
"community","cobolt_laser","Cobolt Laser","Cobolt AB (H脺BNER Photonics)","SERIAL","pyserial","","2","T1b_serial_probe_tbd"
"community","coherent","Coherent","Coherent Corp.","SERIAL","pyserial","?%s\r\n","19","T1_serial_probe_ready"
"community","coherent_obis_laser","type: string","","SERIAL","pyserial","","7","T1b_serial_probe_tbd"
"community","coherent_sapphire_laser","type: string","","SERIAL","pyserial","","19","T1b_serial_probe_tbd"
"community","communication","Generic Communication","Open Standard","SERIAL","pyserial","","5","T1b_serial_probe_tbd"
"community","communication_port","Communication Port","Open Standard","SERIAL","pyserial","","14","T1b_serial_probe_tbd"
"community","community_github_bamresearch_mapz_at_bam","Herolab RobotCen","Herolab","UNKNOWN","","","4","T4_manual_review"
"community","community_github_buchi_labortechnik_ag_openinterface_examples_python","Buchi Rotavapor R-300","Buchi","MODBUS","modbus","","1","T2m_modbus_probeable"
"community","community_github_djorlando24_pylabdatalogger","A&D G绯诲垪","A&D","VISA_SCPI","lantz/VISA","","14","T2_visa_needs_rs232_idn"
"community","community_github_mcimech_bk891","BK Precision 891","BK Precision","UNKNOWN","","","20","T4_manual_review"
"community","community_github_pyhys_minimalmodbus","Eurotherm 3500/3504","Eurotherm","MODBUS","modbus","","15","T2m_modbus_probeable"
"community","community_github_zahner_elektrik_zahner_potentiostat","Zahner PP212/PP222/PP242","Zahner","UNKNOWN","","","20","T4_manual_review"
"community","community_strict_fwv1","FWv1","thorlabs","UNKNOWN","","","32","T4_manual_review"
"community","community_strict_lakeshore475","Lakeshore475","lakeshore","TCP","socket","","42","T3_network_needs_ext"
"community","community_strict_mdt69xa","MDT69xA","thorlabs","UNKNOWN","","","29","T4_manual_review"
"community","community_strict_picowattavs47","PicowattAVS47","picowatt","TCP","socket","","33","T3_network_needs_ext"
"community","com_port","COM Port","Open Standard","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","concrete_port","Concrete Port 璁惧閫氫俊绔彛","Open Standard","UNKNOWN","","","7","T4_manual_review"
"community","connection","Generic Instrument Connection Handler","Open Standard","TCP","socket","","6","T3_network_needs_ext"
"community","controller","Controller","Open Source","UNKNOWN","","","5","T4_manual_review"
"community","control_service","type: string","Open Source","UNKNOWN","","","111","T4_manual_review"
"community","cool_led","Cool LED","CoolLED","SERIAL","pyserial","","1","T1b_serial_probe_tbd"
"community","core_client","type: string","缁存牴鎶€鏈紙鍖椾含锛夋湁闄愬叕鍙革紙WIGGENS锛?","VISA_SCPI","lantz/VISA","","43","T2_visa_needs_rs232_idn"
"community","cornerstone7400","type: string","","SERIAL","pyserial","SHUTTER","418","T1_serial_probe_ready"
"community","create_joystick","iRobot Create Joystick","iRobot","UNKNOWN","","","18","T4_manual_review"
"community","crsf_joy_bridge","Crsf JOY Bridge","Open Source","SERIAL","pyserial","","5","T1b_serial_probe_tbd"
"community","cryo_tel_gt","GERSTEL 鍙€夋嫨鎬т竴缁?浜岀淮姘旂浉鑹茶氨-鍡呴椈-璐ㄨ氨绯荤粺","GERSTEL锛堝摬鏂嘲锛?","SERIAL","pyserial","SET TBAND","23","T1_serial_probe_ready"
"community","cvd_control","type: string","","SERIAL","pyserial","","66","T1b_serial_probe_tbd"
"community","cycler_interface","cycler_interface","","TCP","socket","","1","T3_network_needs_ext"
"community","cytation_backend","Agilent BioTek Cytation Multi-Mode Reader 璇诲彇鍣?","Agilent (BioTek)","UNKNOWN","","","17","T4_manual_review"
"community","cytomat_backend","Thermo Cytomat 鑷姩鍖栧煿鍏荤 鍩瑰吇绠?鍩瑰吇绠?","Thermo Fisher Scientific","SERIAL","pyserial","ic","43","T1_serial_probe_ready"
"community","d435_rgb_stream","Intel RealSense D435 Rgb Stream","Intel RealSense","UNKNOWN","","","3","T4_manual_review"
"community","data_device","Data Device","Open Source","SERIAL","pyserial","","8","T1b_serial_probe_tbd"
"community","data_source","DataRay 涓孩澶栧厜鏉熻川閲忓垎鏋愪华","鏉窞璋遍暛鍏夌數鎶€鏈湁闄愬叕鍙?","UNKNOWN","","","13","T4_manual_review"
"community","dds_quantity","default: null","Open Source","UNKNOWN","","","38","T4_manual_review"
"community","dd_mq","type: string","QuTech","UNKNOWN","","*IDN?","11","T4_manual_review"
"community","debug_echo_device","Debug Echo Device","Open Source","UNKNOWN","","","2","T4_manual_review"
"community","debug_physical_device","Debug Physical Device","Open Source","UNKNOWN","","","2","T4_manual_review"
"community","debyeflex3003","X-ray generator Seifert ISO-Debyeflex 3003","GE/Seifert","UNKNOWN","","","21","T4_manual_review"
"community","decadac","Qcodes/src/qcodes/instrument_drivers/Harvard/Decadac.py at main 路 microsoft/Qcodes","WattRex","VISA_SCPI","lantz/VISA","k;","10","T2_visa_needs_rs232_idn"
"community","default_writer","Generic Default Writer","Open Source","UNKNOWN","","","3","T4_manual_review"
"community","device","Device","Open Source","UNKNOWN","","","18","T4_manual_review"
"community","device_handle","Device Handle","Open Source","UNKNOWN","","","15","T4_manual_review"
"community","dexarm","dexarm","","SERIAL","pyserial","","39","T1b_serial_probe_tbd"
"community","dg1000_z","DG1000Z","Rigol","VISA_SCPI","lantz/VISA","","22","T2_visa_needs_rs232_idn"
"community","digital_io","Digital IO","National Instruments","SERIAL","pyserial","","9","T1b_serial_probe_tbd"
"community","dir_collection","type: string","","TCP","socket","Warning: inline data between tags?!\n","6","T3_network_needs_ext"
"community","dl3000","DL3000","Rigol","VISA_SCPI","lantz/VISA",":MEAS:VOLT:DC?","11","T2_visa_needs_rs232_idn"
"community","dlpc900_dmd","Texas Instruments DLPC900 鏁板瓧寰暅璁惧鎺у埗鍣?","Texas Instruments","UNKNOWN","","","27","T4_manual_review"
"community","dmd","DMD","Texas Instruments","UNKNOWN","","","19","T4_manual_review"
"community","dmm","DMM","Open Source","UNKNOWN","","*IDN?","3","T4_manual_review"
"community","doppler","Generic Doppler Ultrasound Device","Open Source","UNKNOWN","","","37","T4_manual_review"
"community","dp800","DP800","Rigol","VISA_SCPI","lantz/VISA",":MEAS:VOLT?","10","T2_visa_needs_rs232_idn"
"community","dps_psu","DPS PSU","DPS (RD Tech)","SERIAL","pyserial","","11","T1b_serial_probe_tbd"
"community","driver_interface","driver_interface","","SERIAL","pyserial","","1","T1b_serial_probe_tbd"
"community","driver_socket","Metrohm Metrohm Autolab Driver Socket","Metrohm Autolab","TCP","socket","DEVICES_STATUS?","14","T3_network_needs_ext"
"community","ds1052e","RIGOL DS1052E Digital Oscilloscope","Rigol","VISA_SCPI","lantz/VISA","*IDN?","0","T2_visa_needs_rs232_idn"
"community","dsox","Keysight DSOX Series Oscilloscope 绀烘尝鍣?","Keysight Technologies","VISA_SCPI","lantz/VISA","","1","T2_visa_needs_rs232_idn"
"community","dsox3xx4_a","'DSOX3034A Oscilloscope: 350 MHz, 4 Channels'","Keysight","VISA_SCPI","lantz/VISA","","1","T2_visa_needs_rs232_idn"
"community","d_1005","A&D GX-K/GF-K绯诲垪绮惧瘑澶╁钩","A&D","SERIAL","pyserial","","5","T1b_serial_probe_tbd"
"community","d_1007","Tescan MIRA鍦哄彂灏勬壂鎻忕數瀛愭樉寰暅","Tescan","TCP","socket","","5","T3_network_needs_ext"
"community","d_1009","Kern PCB 6000-0绮惧瘑鐢靛瓙澶╁钩","Kern","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","d_1010","Eldex Optos楂樼簿搴PLC娉?","Eldex","UNKNOWN","","","10","T4_manual_review"
"community","d_1011","Universal Robots UR10e鍗忎綔鏈哄櫒浜?","Universal Robots","TCP","socket","","10","T3_network_needs_ext"
"community","d_1012","Universal Robots UR16e閲嶈浇鍗忎綔鏈哄櫒浜?","Universal Robots","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_1013","Mecademic Meca500瓒呯揣鍑戝叚杞村伐涓氭満鍣ㄤ汉","Mecademic","TCP","socket","","10","T3_network_needs_ext"
"community","d_1014","Hamilton Microlab VANTAGE鑷姩鍖栫Щ娑插伐浣滅珯","Hamilton","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","d_1015","Hamilton Microlab NIMBUS绱у噾鍨嬬Щ娑插伐浣滅珯","Hamilton","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","d_1022","Shimadzu Nexera X2瓒呴珮鏁堟恫鐩歌壊璋辩郴缁?","Shimadzu","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_1025","Inheco ODTC鐢叉澘寮忕儹寰幆浠?","Inheco","TCP","socket","","5","T3_network_needs_ext"
"community","d_1028","Lambda OMNICOLL鍙紪绋嬮鍒嗘敹闆嗗櫒","Lambda","SERIAL","pyserial","","9","T1b_serial_probe_tbd"
"community","d_103","Clearpath Robotics Jackal鏃犱汉鍦伴潰杞﹁締","Clearpath Robotics","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","d_1032","Clearpath Robotics Jackal灏忓瀷鎴峰鏃犱汉鍦伴潰杞?","Clearpath Robotics","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","d_1034","VICI Valco E90 Cheminert鐢靛姩澶氶€氶榾","VICI Valco","SERIAL","pyserial","","2","T1b_serial_probe_tbd"
"community","d_1035","Brookfield DV2T瑙﹀睆鏃嬭浆榛忓害璁?","Brookfield","TCP","socket","stepw","6","T3_network_needs_ext"
"community","d_1036","Hielscher UP200St瓒呭０娉㈠鐞嗗櫒","Hielscher","UNKNOWN","","","9","T4_manual_review"
"community","d_1037","Syrris Atlas HD鑷姩鍖栧寲瀛﹀弽搴斿櫒","Syrris","UNKNOWN","","","2","T4_manual_review"
"community","d_1038","Mettler Toledo EasyMax 102鑷姩鍖栧悎鎴愬伐浣滅珯","Mettler Toledo","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","d_1039","Mettler Toledo EasyMax 402鑷姩鍖栧悎鎴愬伐浣滅珯","Mettler Toledo","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","d_104","Binder VD 115鐪熺┖骞茬嚗绠?","Binder","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","d_1041","Biotage Extrahera鑷姩鍖栧浐鐩歌悆鍙栦华","Biotage","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","d_1042","Kessil PR160L LED鍏夊寲瀛﹀弽搴旂伅","Kessil","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","d_1043","HepatoChem EvoluChem PhotoRedOx 鍏夊寲瀛﹀弽搴斿櫒","HepatoChem","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","d_1044","Biotage Selekt 蹇€熷埗澶囪壊璋辩郴缁?","Biotage","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","d_1045","Heidolph Synthesis 1 骞宠鍚堟垚鍙嶅簲浠?","Heidolph","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_1046","Carbolite Gero CWF 1100 绠卞紡鐢甸樆鐐?","Carbolite Gero","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","d_1048","Singer Instruments ROTOR+ 楂橀€氶噺寰敓鐗╅樀鍒楅拡鍗版満鍣ㄤ汉","Singer Instruments","UNKNOWN","","","2","T4_manual_review"
"community","d_105","VICI Valco Cheminert E90鐢靛姩鎵ц鍣?","VICI Valco","SERIAL","pyserial","","2","T1b_serial_probe_tbd"
"community","d_1050","Thermo Scientific CryoExtra 楂樻晥娣变綆娓╁瓨鍌ㄧ郴缁?","Thermo Fisher","TCP","socket","","1","T3_network_needs_ext"
"community","d_1051","Scientific Industries Vortex-Genie 2 娑℃棆娣峰悎鍣?","Scientific Industries","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","d_1052","IKA ElectraSyn 2.0 鏈夋満鐢靛悎鎴愬弽搴斿櫒","IKA","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_1053","Qiagen QIAcube Connect 鑷姩鏍搁吀绾寲宸ヤ綔绔?","Qiagen","TCP","socket","","2","T3_network_needs_ext"
"community","d_1054","Thermo Scientific KingFisher Flex 纾佺彔鑷姩绾寲绯荤粺","Thermo Fisher","TCP","socket","","1","T3_network_needs_ext"
"community","d_1055","Anton Paar DMA 4500 M 鏁板瓧瀵嗗害璁?","Anton Paar","TCP","socket","stepw","6","T3_network_needs_ext"
"community","d_1056","Mettler Toledo DE40 鏁板瓧瀵嗗害璁?","Mettler Toledo","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","d_1057","TA Instruments SDT 650 鍚屾鐑垎鏋愪华","TA Instruments","VISA_SCPI","lantz/VISA",":TRAC:ACT:STAR?","10","T2_visa_needs_rs232_idn"
"community","d_1058","Netzsch STA 449 F3 Jupiter 鍚屾鐑垎鏋愪华","Netzsch","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","d_1059","Shimadzu GCMS-QP2020 NX 鍗曞洓鏋佹潌姘旇川鑱旂敤浠?","Shimadzu","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_106","Anton Paar MCR 302 妯″潡鍖栫揣鍑戝瀷娴佸彉浠?","Anton Paar","TCP","socket","stepw","6","T3_network_needs_ext"
"community","d_1061","Branson SFX250/SFX550 鏁板瓧瓒呭０娉㈠鐞嗗櫒","Branson","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","d_1062","Roche LightCycler 480 II 瀹炴椂鑽у厜瀹氶噺PCR浠?","Roche","TCP","socket","","5","T3_network_needs_ext"
