"source","folder","name","manufacturer","conn","framework","probe_cmd","actions","verdict"
"community","a2023a","Generic A2023a","Apogee Instruments","VISA_SCPI","lantz/VISA","*IDN?","30","T2_visa_needs_rs232_idn"
"community","a2_d_4_ch__isolated_adc","AADCO零气发生器737-14","广州尚准仪器设备股份有限公司","VISA_SCPI","lantz/VISA","","10","T2_visa_needs_rs232_idn"
"community","a2_d_daq","Generic A/D DAQ Module 数据采集模块","A/D Instruments","VISA_SCPI","lantz/VISA","INSTR:READ:ANA? (@{ch})","14","T2_visa_needs_rs232_idn"
"community","a2_d_power_board","Generic A/D Power Board 电源板","A/D Instruments","VISA_SCPI","lantz/VISA","MEAS:VOLT:DC?","13","T2_visa_needs_rs232_idn"
"community","a2_d_sense_board","A/D Sense Board 传感板","A/D Instruments","VISA_SCPI","lantz/VISA","MEAS:VOLT:DC?","9","T2_visa_needs_rs232_idn"
"community","a2_d__eload","Generic A/D Electronic Load 电子负载","A/D Instruments","VISA_SCPI","lantz/VISA","INSTR:RS485?","26","T2_visa_needs_rs232_idn"
"community","a2_d__relay__board","Generic A/D Relay Board 继电器板","A/D Instruments","VISA_SCPI","lantz/VISA","INSTR:DAQ:GET:NCHS?","9","T2_visa_needs_rs232_idn"
"community","a4_s_backend","Generic A4 S Backend 后端控制器","Opentrons","SERIAL","pyserial","","13","T1b_serial_probe_tbd"
"community","aa_opto_mds","aa_opto_mds","","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","access2_backend","Automated Sample Storage","Hamilton","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","acq1102","ACQ1102 2 site compact FMC/ELF carrier","D-TACQ Solutions","TCP","socket","","0","T3_network_needs_ext"
"community","acq2106","ACQ2106","D-TACQ Solutions","TCP","socket","","5","T3_network_needs_ext"
"community","acq2106_tiga","ACQ2106","D-TACQ Solutions","TCP","socket","","2","T3_network_needs_ext"
"community","acq2106__mgtdram8","ACQ2106","D-TACQ Solutions","TCP","socket","","2","T3_network_needs_ext"
"community","acq400e","ACQ424ELF","D-TACQ Solutions","TCP","socket","","11","T3_network_needs_ext"
"community","adn_xpt","Analog Devices ADN Crosspoint Switch","Analog Devices","UNKNOWN","","","14","T4_manual_review"
"community","ads_symbol","Generic Ads Symbol","Beckhoff Automation","USB_SDK","usb/dll","","9","T3u_usb_sdk_not_serial"
"community","afg3021b","Tektronix(泰克)AFG3021B 任意波函数发生器","Tektronix","VISA_SCPI","lantz/VISA","*IDN?","1","T2_visa_needs_rs232_idn"
"community","afms","Afms","Adafruit Industries","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","agilent33210_a","33210A Waveform/Function Generator [Discontinued]","Keysight","TCP","socket","","6","T3_network_needs_ext"
"community","agilent33220a","33220A Function / Arbitrary Waveform Generator, 20 MHz [Obsolete]","Keysight","VISA_SCPI","scpi-framework","OUTP:LOAD?","8","T2_visa_needs_rs232_idn"
"community","agilent34410a","34410A Digital Multimeter, 6½ Digit [Obsolete]","Keysight","VISA_SCPI","scpi-framework","DATA:POIN?","9","T2_visa_needs_rs232_idn"
"community","agilent_dso7054_wrapper","DSO7054A Oscilloscope: 500 MHz, 4 analog channels [Obsolete]","Keysight","TCP","network-framework",":WAV:PRE?","19","T3_network_needs_ext"
"community","agilent_e4406_a","E4406A VSA Transmitter Tester, 7 MHz to 4 GHz [Obsolete]","Keysight","VISA_SCPI","scpi-framework","SYSTem:ERRor?","10","T2_visa_needs_rs232_idn"
"community","agilent_e44nn","E4432B ESG-D Series Digital RF Signal Generator, 3 GHz [Obsolete]","Keysight","VISA_SCPI","scpi-framework",":INST:SEL?","2","T2_visa_needs_rs232_idn"
"community","agilent_e8357_a","E8357A PNA Network Analyzer, 300 kHz to 6 GHz [Obsolete]","Keysight","VISA_SCPI","scpi-framework","CALC1:PAR:CAT?","5","T2_visa_needs_rs232_idn"
"community","agilent_n9010_a_wrapper","N9010A EXA Signal Analyzer, 10 Hz to 44 GHz","Keysight","TCP","network-framework",":POW:ATT?","29","T3_network_needs_ext"
"community","agilent_serial","Agilent 串口仪器接口 实验设备 串口设备","Agilent Technologies (Keysight)","TCP","network/rest","","5","T3_network_needs_ext"
"community","aguc2","Motor Controller, Piezo, 2 Axis, Agilis™, Hand-held","Newport","VISA_SCPI","scpi-framework","TE","3","T2_visa_needs_rs232_idn"
"community","aim_t_ti_el302_p","str","Aim-TTi","VISA_SCPI","scpi-framework","*IDN?","1","T2_visa_needs_rs232_idn"
"community","aio_serial","Generic Aio Serial 串口设备","Open Standard","SERIAL","pyserial","","8","T1b_serial_probe_tbd"
"community","aisa_kestrel_camera","Aisa Kestrel Camera","Specim","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","ami430","AMI Model 430 Power Supply Programmer","American Magnetics","VISA_SCPI","lantz/VISA","RAMP:RATE:UNITS?","1","T2_visa_needs_rs232_idn"
"community","amptek_mca","AMPTEK FastSDD","AMPTEK","TCP","socket","","10","T3_network_needs_ext"
"community","anaheim_automation_smc40","Anaheim Automation SMC40 步进电机控制器/索引器","Anaheim Automation","SERIAL","pyserial","ID","6","T1_serial_probe_ready"
"community","andor_device","Andor Andor Device","Andor Technology (Oxford Instruments)","USB_SDK","camera/spectro-sdk","","23","T3u_usb_sdk_not_serial"
"community","apt_motor_controller","Thorlabs APT Motor Controller 电机 自动化设备 控制器","Thorlabs","VISA_SCPI","scpi-framework","","31","T2_visa_needs_rs232_idn"
"community","apt_piezo_inertia_actuator","Thorlabs APT Piezo Inertia Actuator 惯性压电驱动器","Thorlabs","VISA_SCPI","scpi-framework","","31","T2_visa_needs_rs232_idn"
"community","arbin_spoofer","arbin_spoofer","","TCP","socket","","3","T3_network_needs_ext"
"community","arbok_driver","measurement","QuTech","VISA_SCPI","scpi-framework","","15","T2_visa_needs_rs232_idn"
"community","arduino_adc","Arduino ADC 模数转换接口","Arduino","TCP","socket","","3","T3_network_needs_ext"
"community","arduino_encoder","Arduino Encoder","Arduino","SERIAL","pyserial","","3","T1b_serial_probe_tbd"
"community","arduino_io","Arduino I/O 控制器 实验设备 控制器","Arduino","VISA_SCPI","lantz/VISA","INSTR:IO:READ:ANA? (@{ch})","13","T2_visa_needs_rs232_idn"
"community","argon_innova300_c","Coherent Innova 300C 氩离子激光器","Coherent","VISA_SCPI","lantz/VISA","PRINT {}","11","T2_visa_needs_rs232_idn"
"community","arx5_client","ARXrobotics","WattRex","UNKNOWN","","","8","T4_manual_review"
"community","as7341","ams OSRAM is a global leader in innovative light and sensor solutions","ams-OSRAM","SERIAL","pyserial","","7","T1b_serial_probe_tbd"
"community","ascii_axis","AXIS-TEC激光晶圆划片机AX-LS100","似空科学仪器（上海）有限公司","SERIAL","pyserial","","15","T1b_serial_probe_tbd"
"community","ascii_device","Generic Ascii Device","Open Standard","SERIAL","pyserial","","15","T1b_serial_probe_tbd"
"community","ascii_scan_file","Sonoscan超声波扫描显微镜","聚擘国际贸易（上海）有限公司","TCP","network-framework","","13","T3_network_needs_ext"
"community","ascii_serial","Generic Ascii Serial 串口设备","Open Standard","SERIAL","pyserial","","16","T1b_serial_probe_tbd"
"community","ascii_stl__writer","Ascii STL Writer","Open Source","UNKNOWN","","","3","T4_manual_review"
"community","asyncio_modbus_client","Watlow Watlow Electric Asyncio Modbus Client","Watlow Electric","MODBUS","modbus","","7","T2m_modbus_probeable"
"community","axis","AXIS-TEC激光晶圆划片机AX-LS100","似空科学仪器（上海）有限公司","VISA_SCPI","scpi-framework","TE","18","T2_visa_needs_rs232_idn"
"community","a_pump","Generic Automated Pump Controller 控制器","Tricontinent (Gardner Denver)","SERIAL","pyserial","","16","T1b_serial_probe_tbd"
"community","a_star_speed","A Star Speed","Pololu","SERIAL","pyserial","","3","T1b_serial_probe_tbd"
"community","base_client","韩国ilSHinBioBase 进口深冷冻箱 GUDERO CHEST系列","Jeio Tech Co., Ltd - 上海代表处","UNKNOWN","","","3","T4_manual_review"
"community","base_instrument","韩国ilSHinBioBase 进口深冷冻箱 GUDERO CHEST系列","Jeio Tech Co., Ltd - 上海代表处","VISA_SCPI","lantz/VISA","*IDN?","5","T2_visa_needs_rs232_idn"
"community","base_julabo","JULABO MAGIO MS-BC4 加热循环浴槽","Julabo","UNKNOWN","","","1","T4_manual_review"
"community","base_streamer","韩国ilSHinBioBase 进口深冷冻箱 GUDERO CHEST系列","Jeio Tech Co., Ltd - 上海代表处","SERIAL","pyserial","","7","T1b_serial_probe_tbd"
"community","basic_serial_instrument","通用串口仪器接口","Open Standard","SERIAL","pyserial","","16","T1b_serial_probe_tbd"
"community","bimo","Bimo","Open Source","SERIAL","pyserial","","16","T1b_serial_probe_tbd"
"community","binary_readers","Generic Binary Readers 读取器","Open Source","UNKNOWN","","","11","T4_manual_review"
"community","binary_serial","Generic Binary Serial 串口设备","Open Standard","SERIAL","pyserial","","14","T1b_serial_probe_tbd"
"community","binary_stl__writer","Binary STL Writer","Open Source","UNKNOWN","","","1","T4_manual_review"
"community","binder_mk53","BINDER MK 53 Dynamic Climate Chamber","Binder","UNKNOWN","","","8","T4_manual_review"
"community","binder_mk56","Model MK 56","Binder","UNKNOWN","","","3","T4_manual_review"
"community","bioshake_driver","Opentrons Opentrons Bioshake Driver","Opentrons","SERIAL","pyserial","","7","T1b_serial_probe_tbd"
"community","bio_shake","BioShake iQ","Q.Instruments","SERIAL","pyserial","","11","T1b_serial_probe_tbd"
"community","bio_tek_plate_reader_backend","Cytek Aurora&trade; Evo 全光谱流式细胞仪","Cytek Biosciences","SERIAL","pyserial","","25","T1b_serial_probe_tbd"
"community","bit_bang_device","BrainBit DragonEEG多功能 21 通道脑电无线系统","武汉提沃克科技有限公司","USB_SDK","usb/dll","","5","T3u_usb_sdk_not_serial"
"community","bk8600","B&K Precision 8601 DC Electronic Load","BK Precision","VISA_SCPI","lantz/VISA","MEAS:VOLT:DC?","10","T2_visa_needs_rs232_idn"
"community","bk9100","B&K Precision 9103 Multi-Range DC Power Supply","BK Precision","VISA_SCPI","lantz/VISA","*IDN?","11","T2_visa_needs_rs232_idn"
"community","blf_writer","BLF Writer","Open Source","UNKNOWN","","","4","T4_manual_review"
"community","blockly_tool","BioTools振动圆二色光谱仪ChiralIR-2X","华洋科仪","ROBOT","robot/ros-sdk","","2","T3r_robot_sdk"
"community","blu","代理德国BlueSens 生物发酵系统","大连力迪流体控制技术有限公司","VISA_SCPI","scpi-framework","*GAN","21","T2_visa_needs_rs232_idn"
"community","broadcast_udp_port_mapper_client","UDP Port Mapper Client 网络端口映射客户端","Open Source","TCP","socket","","37","T3_network_needs_ext"
"community","bronkhorst_elflow","Reliable EL-FLOW Select mass flow meter/controller","Bronkhorst","SERIAL","pyserial","","9","T1b_serial_probe_tbd"
"community","busylight","Kuando/Plenom Busylight Status Indicator","Kuando/Plenom","USB_SDK","usb/dll","","9","T3u_usb_sdk_not_serial"
"community","bx2_a","BX53 Semi-Motorized Fluorescence Microscope | Evident Scientific | Olympus","Evident","VISA_SCPI","lantz/VISA","1UNIT?","9","T2_visa_needs_rs232_idn"
"community","byonoy_absorbance96_automate_backend","Specifications","Byonoy GmbH","ROBOT","robot/ros-sdk","","6","T3r_robot_sdk"
"community","camera_esp32_cam_serial","ESP32-CAM 开发板相机模块","Espressif Systems","SERIAL","pyserial","","17","T1b_serial_probe_tbd"
"community","camera_interface","Camera Interface","Open Source","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","camera_redis_daemon","Camera Redis Daemon","Open Source","SERIAL","pyserial","","2","T1b_serial_probe_tbd"
"community","camera_service","Generic Camera Service 相机","Open Source","UNKNOWN","","","83","T4_manual_review"
"community","catalog","Catalog","Open Source","UNKNOWN","","","2","T4_manual_review"
"community","cc","QuTech CC 中央控制器 分析仪器 控制器","QuTech","VISA_SCPI","scpi-framework","","2","T2_visa_needs_rs232_idn"
"community","cc1","Qubitekk CC1 Coincidence Counter","Qubitekk","VISA_SCPI","scpi-framework","GATE?","1","T2_visa_needs_rs232_idn"
"community","ccl","QuTech CC-Light 中央控制器 分析仪器 控制器","QuTech","VISA_SCPI","scpi-framework","*IDN?","11","T2_visa_needs_rs232_idn"
"community","cc_core","SOCOREX 825可调微量移液器","维根技术（北京）有限公司（WIGGENS）","UNKNOWN","","","60","T4_manual_review"
"community","cesar1312","str","Advanced Energy","SERIAL","pyserial","","2","T1b_serial_probe_tbd"
"community","channel_client","Channel Client","D-TACQ Solutions","TCP","socket","","0","T3_network_needs_ext"
"community","chemputersoftware__serial_device","chemputersoftware__serial_device","","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","cito_plus1310","String","CEM Corporation","SERIAL","pyserial","","9","T1b_serial_probe_tbd"
"community","clari_ostar_backend","BMG CLARIOstar 多功能酶标仪 酶标仪 酶标仪","BMG LABTECH","SERIAL","pyserial","","13","T1b_serial_probe_tbd"
"community","client","Client","Open Source","TCP","socket","","12","T3_network_needs_ext"
"community","clock_line","Shoreline 腔衰减相移式氮氧化物分析仪 CAPS-NO/NO2","北京崭晴环保科技有限公司","UNKNOWN","","","13","T4_manual_review"
"community","cmd_seq","FEI4 Command Sequencer","Open Source","UNKNOWN","","","13","T4_manual_review"
"community","cobalt_laser","cobalt_laser","","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","cobalt_laser_e","cobalt_laser_e","","SERIAL","pyserial","","418","T1b_serial_probe_tbd"
"community","cobolt0601","Cobolt 06-01 Series Diode Laser","Cobolt","VISA_SCPI","lantz/VISA","gsn?","19","T2_visa_needs_rs232_idn"
"community","cobolt0601_f2","Cobolt0601 F2","Cobolt AB (HÜBNER Photonics)","VISA_SCPI","lantz/VISA","","10","T2_visa_needs_rs232_idn"
"community","cobolt_debug_serial","Cobolt Debug Serial","Cobolt AB (HÜBNER Photonics)","UNKNOWN","","","6","T4_manual_review"
"community","cobolt_laser","Cobolt Laser","Cobolt AB (HÜBNER Photonics)","SERIAL","pyserial","","2","T1b_serial_probe_tbd"
"community","coherent","Coherent","Coherent Corp.","SERIAL","pyserial","?%s\r\n","19","T1_serial_probe_ready"
"community","coherent_obis_laser","coherent_obis_laser","","SERIAL","pyserial","","7","T1b_serial_probe_tbd"
"community","coherent_sapphire_laser","coherent_sapphire_laser","","SERIAL","pyserial","","19","T1b_serial_probe_tbd"
"community","communication","Generic Communication","Open Standard","SERIAL","pyserial","","5","T1b_serial_probe_tbd"
"community","communication_port","Communication Port","Open Standard","SERIAL","pyserial","","14","T1b_serial_probe_tbd"
"community","community_github_bamresearch_mapz_at_bam","Herolab RobotCen","Herolab","UNKNOWN","","","4","T4_manual_review"
"community","community_github_buchi_labortechnik_ag_openinterface_examples_python","Buchi Rotavapor R-300","Buchi","UNKNOWN","","","1","T4_manual_review"
"community","community_github_djorlando24_pylabdatalogger","A&D G系列","A&D","VISA_SCPI","lantz/VISA","","14","T2_visa_needs_rs232_idn"
"community","community_github_mcimech_bk891","BK Precision 891","BK Precision","UNKNOWN","","","20","T4_manual_review"
"community","community_github_pyhys_minimalmodbus","Eurotherm 3500/3504","Eurotherm","MODBUS","modbus","","15","T2m_modbus_probeable"
"community","community_github_zahner_elektrik_zahner_potentiostat","Zahner PP212/PP222/PP242","Zahner","UNKNOWN","","","20","T4_manual_review"
"community","community_strict_fwv1","FWv1","thorlabs","UNKNOWN","","","32","T4_manual_review"
"community","community_strict_lakeshore475","Lakeshore475","lakeshore","TCP","socket","","42","T3_network_needs_ext"
"community","community_strict_mdt69xa","MDT69xA","thorlabs","UNKNOWN","","","29","T4_manual_review"
"community","community_strict_picowattavs47","PicowattAVS47","picowatt","TCP","socket","","33","T3_network_needs_ext"
"community","com_port","COM Port","Open Standard","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","concrete_port","Concrete Port 设备通信端口","Open Standard","USB_SDK","camera/spectro-sdk","","7","T3u_usb_sdk_not_serial"
"community","connection","Generic Instrument Connection Handler","Open Standard","TCP","socket","","6","T3_network_needs_ext"
"community","controller","Controller","Open Source","USB_SDK","usb/dll","","5","T3u_usb_sdk_not_serial"
"community","control_service","Control Service 控制服务模块","Open Source","UNKNOWN","","","111","T4_manual_review"
"community","cool_led","Cool LED","CoolLED","SERIAL","pyserial","","1","T1b_serial_probe_tbd"
"community","core_client","SOCOREX 825可调微量移液器","维根技术（北京）有限公司（WIGGENS）","VISA_SCPI","lantz/VISA","","43","T2_visa_needs_rs232_idn"
"community","cornerstone7400","cornerstone7400","","SERIAL","pyserial","SHUTTER","418","T1_serial_probe_ready"
"community","create_joystick","iRobot Create Joystick","iRobot","UNKNOWN","","","18","T4_manual_review"
"community","crsf_joy_bridge","Crsf JOY Bridge","Open Source","SERIAL","pyserial","","5","T1b_serial_probe_tbd"
"community","cryo_tel_gt","GERSTEL 可选择性一维/二维气相色谱-嗅闻-质谱系统","GERSTEL（哲斯泰）","SERIAL","pyserial","SET TBAND","23","T1_serial_probe_ready"
"community","cvd_control","cvd_control","","SERIAL","pyserial","","66","T1b_serial_probe_tbd"
"community","cycler_interface","cycler_interface","","TCP","socket","","1","T3_network_needs_ext"
"community","cytation_backend","Agilent BioTek Cytation Multi-Mode Reader 读取器","Agilent (BioTek)","USB_SDK","camera/spectro-sdk","","17","T3u_usb_sdk_not_serial"
"community","cytomat_backend","Thermo Cytomat 自动化培养箱 培养箱 培养箱","Thermo Fisher Scientific","SERIAL","pyserial","ic","43","T1_serial_probe_ready"
"community","d435_rgb_stream","Intel RealSense D435 Rgb Stream","Intel RealSense","USB_SDK","camera/spectro-sdk","","3","T3u_usb_sdk_not_serial"
"community","data_device","Data Device","Open Source","SERIAL","pyserial","","8","T1b_serial_probe_tbd"
"community","data_source","DataRay 中红外光束质量分析仪","杭州谱镭光电技术有限公司","UNKNOWN","","","13","T4_manual_review"
"community","dds_quantity","Generic DDS Frequency/Phase/Amplitude","Open Source","UNKNOWN","","","38","T4_manual_review"
"community","dd_mq","QuTech QuTech DD MQ Module","QuTech","VISA_SCPI","scpi-framework","*IDN?","11","T2_visa_needs_rs232_idn"
"community","debug_echo_device","Debug Echo Device","Open Source","USB_SDK","usb/dll","","2","T3u_usb_sdk_not_serial"
"community","debug_physical_device","Debug Physical Device","Open Source","UNKNOWN","","","2","T4_manual_review"
"community","debyeflex3003","X-ray generator Seifert ISO-Debyeflex 3003","GE/Seifert","UNKNOWN","","","21","T4_manual_review"
"community","decadac","Qcodes/src/qcodes/instrument_drivers/Harvard/Decadac.py at main · microsoft/Qcodes","WattRex","VISA_SCPI","lantz/VISA","k;","10","T2_visa_needs_rs232_idn"
"community","default_writer","Generic Default Writer","Open Source","UNKNOWN","","","3","T4_manual_review"
"community","device","Device","Open Source","USB_SDK","usb/dll","","18","T3u_usb_sdk_not_serial"
"community","device_handle","Device Handle","Open Source","USB_SDK","usb/dll","","15","T3u_usb_sdk_not_serial"
"community","dexarm","dexarm","","SERIAL","pyserial","","39","T1b_serial_probe_tbd"
"community","dg1000_z","DG1000Z","Rigol","VISA_SCPI","lantz/VISA","","22","T2_visa_needs_rs232_idn"
"community","digital_io","Digital IO","National Instruments","SERIAL","pyserial","","9","T1b_serial_probe_tbd"
"community","dir_collection","dir_collection","","TCP","socket","Warning: inline data between tags?!\n","6","T3_network_needs_ext"
"community","dl3000","DL3000","Rigol","VISA_SCPI","lantz/VISA",":MEAS:VOLT:DC?","11","T2_visa_needs_rs232_idn"
"community","dlpc900_dmd","Texas Instruments DLPC900 数字微镜设备控制器","Texas Instruments","UNKNOWN","","","27","T4_manual_review"
"community","dmd","DMD","Texas Instruments","USB_SDK","usb/dll","","19","T3u_usb_sdk_not_serial"
"community","dmm","DMM","Open Source","TCP","network-framework","*IDN?","3","T3_network_needs_ext"
"community","doppler","Generic Doppler Ultrasound Device","Open Source","USB_SDK","camera/spectro-sdk","","37","T3u_usb_sdk_not_serial"
"community","dp800","DP800","Rigol","VISA_SCPI","lantz/VISA",":MEAS:VOLT?","10","T2_visa_needs_rs232_idn"
"community","dps_psu","DPS PSU","DPS (RD Tech)","SERIAL","pyserial","","11","T1b_serial_probe_tbd"
"community","driver_interface","driver_interface","","SERIAL","pyserial","","1","T1b_serial_probe_tbd"
"community","driver_socket","Metrohm Metrohm Autolab Driver Socket","Metrohm Autolab","TCP","socket","DEVICES_STATUS?","14","T3_network_needs_ext"
"community","ds1052e","RIGOL DS1052E Digital Oscilloscope","Rigol","VISA_SCPI","lantz/VISA","*IDN?","0","T2_visa_needs_rs232_idn"
"community","dsox","Keysight DSOX Series Oscilloscope 示波器","Keysight Technologies","VISA_SCPI","lantz/VISA","","1","T2_visa_needs_rs232_idn"
"community","dsox3xx4_a","DSOX3034A Oscilloscope: 350 MHz, 4 Channels","Keysight","VISA_SCPI","lantz/VISA","","1","T2_visa_needs_rs232_idn"
"community","d_1005","A&D GX-K/GF-K系列精密天平","A&D","SERIAL","pyserial","","5","T1b_serial_probe_tbd"
"community","d_1007","Tescan MIRA场发射扫描电子显微镜","Tescan","TCP","socket","","5","T3_network_needs_ext"
"community","d_1009","Kern PCB 6000-0精密电子天平","Kern","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","d_1010","Eldex Optos高精度HPLC泵","Eldex","UNKNOWN","","","10","T4_manual_review"
"community","d_1011","Universal Robots UR10e协作机器人","Universal Robots","TCP","socket","","10","T3_network_needs_ext"
"community","d_1012","Universal Robots UR16e重载协作机器人","Universal Robots","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_1013","Mecademic Meca500超紧凑六轴工业机器人","Mecademic","TCP","socket","","10","T3_network_needs_ext"
"community","d_1014","Hamilton Microlab VANTAGE自动化移液工作站","Hamilton","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","d_1015","Hamilton Microlab NIMBUS紧凑型移液工作站","Hamilton","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","d_1022","Shimadzu Nexera X2超高效液相色谱系统","Shimadzu","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_1025","Inheco ODTC甲板式热循环仪","Inheco","TCP","socket","","5","T3_network_needs_ext"
"community","d_1028","Lambda OMNICOLL可编程馏分收集器","Lambda","SERIAL","pyserial","","9","T1b_serial_probe_tbd"
"community","d_103","Clearpath Robotics Jackal无人地面车辆","Clearpath Robotics","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","d_1032","Clearpath Robotics Jackal小型户外无人地面车","Clearpath Robotics","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","d_1034","VICI Valco E90 Cheminert电动多通阀","VICI Valco","SERIAL","pyserial","","2","T1b_serial_probe_tbd"
"community","d_1035","Brookfield DV2T触屏旋转黏度计","Brookfield","TCP","socket","stepw","6","T3_network_needs_ext"
"community","d_1036","Hielscher UP200St超声波处理器","Hielscher","TCP","network/rest","","9","T3_network_needs_ext"
"community","d_1037","Syrris Atlas HD自动化化学反应器","Syrris","TCP","network-framework","","2","T3_network_needs_ext"
"community","d_1038","Mettler Toledo EasyMax 102自动化合成工作站","Mettler Toledo","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","d_1039","Mettler Toledo EasyMax 402自动化合成工作站","Mettler Toledo","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","d_104","Binder VD 115真空干燥箱","Binder","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","d_1041","Biotage Extrahera自动化固相萃取仪","Biotage","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","d_1042","Kessil PR160L LED光化学反应灯","Kessil","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","d_1043","HepatoChem EvoluChem PhotoRedOx 光化学反应器","HepatoChem","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","d_1044","Biotage Selekt 快速制备色谱系统","Biotage","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","d_1045","Heidolph Synthesis 1 平行合成反应仪","Heidolph","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_1046","Carbolite Gero CWF 1100 箱式电阻炉","Carbolite Gero","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","d_1048","Singer Instruments ROTOR+ 高通量微生物阵列针印机器人","Singer Instruments","ROBOT","robot/ros-sdk","","2","T3r_robot_sdk"
"community","d_105","VICI Valco Cheminert E90电动执行器","VICI Valco","SERIAL","pyserial","","2","T1b_serial_probe_tbd"
"community","d_1050","Thermo Scientific CryoExtra 高效深低温存储系统","Thermo Fisher","TCP","socket","","1","T3_network_needs_ext"
"community","d_1051","Scientific Industries Vortex-Genie 2 涡旋混合器","Scientific Industries","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","d_1052","IKA ElectraSyn 2.0 有机电合成反应器","IKA","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_1053","Qiagen QIAcube Connect 自动核酸纯化工作站","Qiagen","TCP","socket","","2","T3_network_needs_ext"
"community","d_1054","Thermo Scientific KingFisher Flex 磁珠自动纯化系统","Thermo Fisher","TCP","socket","","1","T3_network_needs_ext"
"community","d_1055","Anton Paar DMA 4500 M 数字密度计","Anton Paar","TCP","socket","stepw","6","T3_network_needs_ext"
"community","d_1056","Mettler Toledo DE40 数字密度计","Mettler Toledo","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","d_1057","TA Instruments SDT 650 同步热分析仪","TA Instruments","VISA_SCPI","lantz/VISA",":TRAC:ACT:STAR?","10","T2_visa_needs_rs232_idn"
"community","d_1058","Netzsch STA 449 F3 Jupiter 同步热分析仪","Netzsch","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","d_1059","Shimadzu GCMS-QP2020 NX 单四极杆气质联用仪","Shimadzu","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_106","Anton Paar MCR 302 模块化紧凑型流变仪","Anton Paar","TCP","socket","stepw","6","T3_network_needs_ext"
"community","d_1061","Branson SFX250/SFX550 数字超声波处理器","Branson","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","d_1062","Roche LightCycler 480 II 实时荧光定量PCR仪","Roche","TCP","socket","","5","T3_network_needs_ext"
"community","d_1064","Universal Robots UR 协作机械臂","Universal Robots","TCP","socket","","10","T3_network_needs_ext"
"community","d_1065","Hudson Robotics Sciclops 微孔板搬运机器人","Hudson Robotics","USB_SDK","usb/dll","","10","T3u_usb_sdk_not_serial"
"community","d_1066","Shimadzu RF-5301PC 荧光分光光度计","Shimadzu","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_1068","Ametek Princeton Applied Research VersaSTAT 电化学工作站","Signal Recovery","SW_AUTO","windows-sw-automation","","10","T3s_sw_automation"
"community","d_107","Binder VDL 115 安全真空干燥箱","Binder","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","d_1070","Kern PCB 2500 精密天平","Kern","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","d_108","Parr 4848 反应器控制器","Parr Instruments","TCP","network-framework","","2","T3_network_needs_ext"
"community","d_11","Thermo Scientific ThermoFlex 循环冷水机","Thermo Fisher","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_110","Biotage TurboVap 氮吹浓缩仪","Biotage","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","d_12","Binder MK 53 动态气候箱","Binder","UNKNOWN","","","8","T4_manual_review"
"community","d_13","Omega iServer DRi/DRE 网络温湿度监测器","Omega Engineering","SERIAL","pyserial","","1","T1b_serial_probe_tbd"
"community","d_134","TA Instruments DSC 2500 示差扫描量热仪","TA Instruments","VISA_SCPI","scpi-framework","","2","T2_visa_needs_rs232_idn"
"community","d_135","Mettler Toledo DSC 3 示差扫描量热仪","Mettler Toledo","UNKNOWN","","","10","T4_manual_review"
